transaction_id,merchant_id,txn_ts_utc,amount,status,payment_method
t_000832,m_1003,2026-01-04T20:25:56Z,137.53,APPROVED,CARD
t_000833,m_1006,2026-01-04T00:14:36Z,132.31,APPROVED,WALLET
t_000834,m_1006,2026-01-04T07:00:44Z,201.76,APPROVED,CARD
t_000835,m_1002,2026-01-04T14:32:41Z,147.79,APPROVED,WALLET
t_000836,m_1005,2026-01-04T12:28:39Z,71.43,APPROVED,CARD
t_000837,m_1004,2026-01-04T18:50:50Z,140.94,APPROVED,WALLET
t_000838,m_1003,2026-01-04T10:28:36Z,88.38,APPROVED,CARD
t_000839,m_1007,2026-01-04T22:30:07Z,187.84,APPROVED,CARD
t_000840,m_1001,2026-01-04T07:19:32Z,102.24,APPROVED,CARD
t_000841,m_1002,2026-01-04T13:16:40Z,4.8,APPROVED,CARD
t_000842,m_1004,2026-01-04T20:29:27Z,25.23,APPROVED,WALLET
t_000843,m_1001,2026-01-04T20:47:02Z,182.09,DECLINED,WALLET
t_000844,m_1005,2026-01-04T22:23:33Z,74.11,DECLINED,CARD
t_000845,m_1007,2026-01-04T05:58:40Z,125.36,APPROVED,WALLET
t_000846,m_1002,2026-01-04T01:08:50Z,151.28,APPROVED,CARD
t_000847,m_1005,2026-01-04T05:47:43Z,12.39,APPROVED,CARD
t_000848,m_1002,2026-01-04T02:57:17Z,195.69,APPROVED,WALLET
t_000849,m_1004,2026-01-04T20:00:12Z,131.12,APPROVED,CARD
t_000850,m_1001,2026-01-04T18:45:18Z,182.49,APPROVED,WALLET
t_000851,m_1003,2026-01-04T09:26:14Z,152.97,APPROVED,WALLET
t_000852,m_1005,2026-01-04T00:09:16Z,46.65,APPROVED,CARD
t_000853,m_1005,2026-01-04T10:02:21Z,236.94,APPROVED,WALLET
t_000854,m_1005,2026-01-04T19:37:16Z,174.62,DECLINED,WALLET
t_000855,m_1007,2026-01-04T08:18:48Z,87.23,APPROVED,WALLET
t_000856,m_1005,2026-01-04T00:56:30Z,32.16,APPROVED,CARD
t_000857,m_1006,2026-01-04T23:56:14Z,200.74,APPROVED,WALLET
t_000858,m_1005,2026-01-04T18:17:00Z,176.25,APPROVED,WALLET
t_000859,m_1001,2026-01-04T13:37:43Z,188.08,APPROVED,CARD
t_000860,m_1004,2026-01-04T10:42:22Z,57.38,APPROVED,CARD
t_000861,m_1006,2026-01-04T23:19:59Z,227.8,APPROVED,CARD
t_000862,m_1002,2026-01-04T08:15:55Z,68.92,APPROVED,CARD
t_000863,m_1007,2026-01-04T21:06:22Z,41.95,APPROVED,CARD
t_000864,m_1006,2026-01-04T22:38:31Z,154.81,APPROVED,CARD
t_000865,m_1007,2026-01-04T16:27:23Z,156.49,APPROVED,WALLET
t_000866,m_1004,2026-01-04T06:14:48Z,229.3,APPROVED,CARD
t_000867,m_1007,2026-01-04T19:41:08Z,16.85,APPROVED,WALLET
t_000868,m_1005,2026-01-04T01:06:32Z,89.11,DECLINED,CARD
t_000869,m_1004,2026-01-04T04:06:44Z,131.24,APPROVED,CARD
t_000870,m_1001,2026-01-04T23:00:13Z,97.03,APPROVED,WALLET
t_000871,m_1005,2026-01-04T08:51:11Z,138.72,APPROVED,WALLET
t_000872,m_1005,2026-01-04T11:42:23Z,48.83,APPROVED,WALLET
t_000873,m_1006,2026-01-04T12:42:23Z,214.09,APPROVED,CARD
t_000874,m_1005,2026-01-04T04:28:36Z,172.6,APPROVED,WALLET
t_000875,m_1007,2026-01-04T08:02:35Z,110.04,APPROVED,CARD
t_000876,m_1007,2026-01-04T05:06:30Z,202.1,APPROVED,WALLET
t_000877,m_1002,2026-01-04T21:31:33Z,135.13,APPROVED,WALLET
t_000878,m_1003,2026-01-04T08:33:35Z,215.12,APPROVED,CARD
t_000879,m_1006,2026-01-04T05:34:03Z,56.61,APPROVED,CARD
t_000880,m_1004,2026-01-04T11:25:16Z,92.48,APPROVED,WALLET
t_000881,m_1003,2026-01-04T00:40:26Z,33.39,DECLINED,CARD
t_000882,m_1005,2026-01-04T19:39:41Z,163.51,APPROVED,WALLET
t_000883,m_1003,2026-01-04T11:05:43Z,129.32,APPROVED,WALLET
t_000884,m_1001,2026-01-04T13:00:39Z,74.13,APPROVED,CARD
t_000885,m_1007,2026-01-04T05:43:40Z,202.6,APPROVED,WALLET
t_000886,m_1007,2026-01-04T02:26:05Z,43.43,APPROVED,WALLET
t_000887,m_1006,2026-01-04T09:56:45Z,69.43,APPROVED,WALLET
t_000888,m_1004,2026-01-04T12:23:47Z,148.18,DECLINED,WALLET
t_000889,m_1002,2026-01-04T06:16:54Z,9.19,APPROVED,WALLET
t_000890,m_1006,2026-01-04T23:55:47Z,23.24,APPROVED,CARD
t_000891,m_1001,2026-01-04T02:10:59Z,220.1,APPROVED,CARD
t_000892,m_1007,2026-01-04T13:33:33Z,192.07,APPROVED,WALLET
t_000893,m_1005,2026-01-04T05:18:05Z,164.92,DECLINED,WALLET
t_000894,m_1002,2026-01-04T08:26:47Z,73.55,APPROVED,CARD
t_000895,m_1005,2026-01-04T05:49:01Z,12.17,APPROVED,WALLET
t_000896,m_1007,2026-01-04T16:15:29Z,243.83,APPROVED,WALLET
t_000897,m_1005,2026-01-04T15:11:08Z,242.49,APPROVED,CARD
t_000898,m_1005,2026-01-04T20:23:29Z,159.05,APPROVED,WALLET
t_000899,m_1005,2026-01-04T21:50:40Z,135.08,DECLINED,WALLET
t_000900,m_1005,2026-01-04T07:45:51Z,25.58,APPROVED,WALLET
t_000901,m_1003,2026-01-04T05:18:19Z,6.1,APPROVED,CARD
t_000902,m_1003,2026-01-04T09:47:30Z,135.4,APPROVED,WALLET
t_000903,m_1007,2026-01-04T16:17:19Z,5.75,APPROVED,WALLET
t_000904,m_1005,2026-01-04T07:53:50Z,5.28,APPROVED,WALLET
t_000905,m_1005,2026-01-04T14:55:25Z,65.1,APPROVED,WALLET
t_000906,m_1007,2026-01-04T12:54:14Z,68.32,APPROVED,CARD
t_000907,m_1005,2026-01-04T20:55:51Z,174.55,APPROVED,WALLET
t_000908,m_1004,2026-01-04T06:25:54Z,20.38,APPROVED,CARD
t_000909,m_1006,2026-01-04T15:32:39Z,115.11,APPROVED,WALLET
t_000910,m_1002,2026-01-04T10:56:01Z,41.0,DECLINED,CARD
t_000911,m_1002,2026-01-04T03:29:18Z,69.86,APPROVED,CARD
t_000912,m_1002,2026-01-04T03:04:09Z,7.13,APPROVED,WALLET
t_000913,m_1003,2026-01-04T17:00:23Z,117.8,APPROVED,WALLET
t_000914,m_1001,2026-01-04T04:59:03Z,69.19,APPROVED,WALLET
t_000915,m_1002,2026-01-04T06:33:57Z,210.94,APPROVED,CARD
t_000916,m_1001,2026-01-04T08:29:24Z,193.61,APPROVED,CARD
t_000917,m_1002,2026-01-04T15:43:47Z,193.55,APPROVED,CARD
t_000918,m_1004,2026-01-04T13:16:43Z,240.44,DECLINED,CARD
t_000919,m_1006,2026-01-04T01:26:47Z,234.57,APPROVED,WALLET
t_000920,m_1004,2026-01-04T21:47:19Z,52.49,DECLINED,CARD
t_000921,m_1001,2026-01-04T08:03:40Z,110.52,APPROVED,WALLET
t_000922,m_1005,2026-01-04T04:05:25Z,198.02,APPROVED,CARD
t_000923,m_1005,2026-01-04T23:34:30Z,173.19,APPROVED,CARD
t_000924,m_1002,2026-01-04T05:22:31Z,26.03,APPROVED,CARD
t_000925,m_1001,2026-01-04T12:08:41Z,41.44,APPROVED,CARD
t_000926,m_1002,2026-01-04T16:39:14Z,81.58,APPROVED,WALLET
t_000927,m_1007,2026-01-04T14:58:46Z,51.07,APPROVED,WALLET
t_000928,m_1006,2026-01-04T04:35:16Z,225.02,APPROVED,WALLET
t_000929,m_1005,2026-01-04T10:03:34Z,175.32,APPROVED,CARD
t_000930,m_1005,2026-01-04T11:52:20Z,184.04,APPROVED,CARD
t_000931,m_1001,2026-01-04T18:07:09Z,114.27,APPROVED,WALLET
t_000932,m_1004,2026-01-04T00:01:49Z,160.77,APPROVED,CARD
t_000933,m_1001,2026-01-04T21:09:54Z,93.24,APPROVED,WALLET
t_000934,m_1006,2026-01-04T02:09:42Z,241.91,APPROVED,CARD
t_000935,m_1005,2026-01-04T23:19:31Z,192.25,APPROVED,WALLET
t_000936,m_1003,2026-01-04T13:59:41Z,82.88,APPROVED,CARD
t_000937,m_1001,2026-01-04T04:25:11Z,218.82,APPROVED,WALLET
t_000938,m_1002,2026-01-04T03:22:02Z,144.25,APPROVED,WALLET
t_000939,m_1005,2026-01-04T21:17:44Z,149.01,APPROVED,CARD
t_000940,m_1005,2026-01-04T02:25:00Z,232.8,APPROVED,WALLET
t_000941,m_1007,2026-01-04T02:43:29Z,200.95,APPROVED,WALLET
t_000942,m_1007,2026-01-04T12:35:50Z,178.13,APPROVED,WALLET
t_000943,m_1005,2026-01-04T01:23:46Z,20.85,APPROVED,CARD
t_000944,m_1005,2026-01-04T03:18:06Z,182.25,APPROVED,CARD
t_000945,m_1002,2026-01-04T17:57:42Z,64.82,APPROVED,CARD
t_000946,m_1005,2026-01-04T19:03:26Z,187.42,APPROVED,WALLET
t_000947,m_1006,2026-01-04T15:39:44Z,167.48,DECLINED,CARD
t_000948,m_1007,2026-01-04T06:09:35Z,102.48,APPROVED,CARD
t_000949,m_1005,2026-01-04T20:28:28Z,233.61,DECLINED,WALLET
t_000950,m_1007,2026-01-04T12:41:26Z,191.87,APPROVED,WALLET
t_000951,m_1005,2026-01-04T08:12:36Z,138.0,APPROVED,WALLET
t_000952,m_1003,2026-01-04T15:26:28Z,240.1,APPROVED,CARD
t_000953,m_1003,2026-01-04T20:20:01Z,131.09,DECLINED,WALLET
t_000954,m_1001,2026-01-04T10:15:14Z,56.45,APPROVED,WALLET
t_000955,m_1005,2026-01-04T17:27:35Z,144.17,APPROVED,CARD
t_000956,m_1001,2026-01-04T15:42:22Z,41.98,APPROVED,CARD
t_000957,m_1002,2026-01-04T08:44:51Z,77.52,APPROVED,CARD
t_000958,m_1006,2026-01-04T02:38:46Z,83.54,APPROVED,WALLET
t_000959,m_1007,2026-01-04T23:32:44Z,145.54,DECLINED,WALLET
t_000960,m_1001,2026-01-04T19:40:24Z,22.84,APPROVED,WALLET
t_000961,m_1003,2026-01-04T14:49:26Z,232.81,APPROVED,CARD
t_000962,m_1006,2026-01-04T22:16:54Z,151.97,APPROVED,WALLET
t_000963,m_1001,2026-01-04T10:24:33Z,13.65,APPROVED,CARD
t_000964,m_1003,2026-01-04T17:08:44Z,57.93,APPROVED,WALLET
t_000965,m_1004,2026-01-04T20:18:36Z,127.92,APPROVED,WALLET
t_000966,m_1007,2026-01-04T13:27:09Z,36.08,APPROVED,CARD
t_000967,m_1005,2026-01-04T13:37:16Z,24.47,APPROVED,CARD
t_000968,m_1007,2026-01-04T04:36:30Z,141.37,APPROVED,CARD
t_000969,m_1005,2026-01-04T21:01:47Z,132.73,APPROVED,WALLET
t_000970,m_1007,2026-01-04T14:40:20Z,172.29,APPROVED,CARD
t_000971,m_1006,2026-01-04T14:07:27Z,93.54,APPROVED,WALLET
t_000972,m_1005,2026-01-04T22:22:01Z,193.23,APPROVED,WALLET
t_000973,m_1005,2026-01-04T15:05:39Z,39.44,APPROVED,CARD
t_000974,m_1002,2026-01-04T23:23:23Z,41.95,APPROVED,CARD
t_000975,m_1001,2026-01-04T01:51:15Z,237.41,DECLINED,WALLET
t_000976,m_1001,2026-01-04T11:43:44Z,201.76,APPROVED,WALLET
t_000977,m_1001,2026-01-04T11:19:13Z,185.91,APPROVED,WALLET
t_000978,m_1005,2026-01-04T16:29:39Z,183.43,APPROVED,CARD
t_000979,m_1004,2026-01-04T19:53:57Z,167.06,APPROVED,CARD
t_000980,m_1001,2026-01-04T09:41:12Z,198.03,APPROVED,CARD
t_000981,m_1004,2026-01-04T22:20:00Z,19.92,APPROVED,WALLET
t_000982,m_1007,2026-01-04T03:40:01Z,75.6,DECLINED,WALLET
t_000983,m_1002,2026-01-04T12:59:32Z,244.23,APPROVED,WALLET
t_000984,m_1004,2026-01-04T20:22:34Z,25.2,APPROVED,WALLET
t_000985,m_1005,2026-01-04T00:44:02Z,64.48,APPROVED,WALLET
t_000986,m_1004,2026-01-04T13:25:47Z,42.2,APPROVED,WALLET
t_000987,m_1003,2026-01-04T21:20:19Z,61.72,DECLINED,WALLET
t_000988,m_1007,2026-01-04T02:06:40Z,67.02,APPROVED,CARD
t_000989,m_1005,2026-01-04T09:33:14Z,40.9,DECLINED,CARD
t_000990,m_1001,2026-01-04T13:02:33Z,240.29,APPROVED,CARD
t_000991,m_1004,2026-01-04T08:12:36Z,41.15,DECLINED,WALLET
t_000992,m_1004,2026-01-04T18:30:08Z,54.47,APPROVED,CARD
t_000993,m_1007,2026-01-04T04:42:19Z,173.22,DECLINED,CARD
t_000994,m_1004,2026-01-04T04:57:41Z,233.49,DECLINED,WALLET
t_000995,m_1001,2026-01-04T19:01:34Z,237.33,APPROVED,WALLET
t_000996,m_1007,2026-01-04T04:58:46Z,10.77,APPROVED,WALLET
t_000997,m_1004,2026-01-04T10:21:28Z,187.29,APPROVED,WALLET
t_000998,m_1002,2026-01-04T06:24:06Z,35.93,APPROVED,WALLET
t_000999,m_1005,2026-01-04T19:21:39Z,60.42,APPROVED,CARD
t_001000,m_1003,2026-01-04T02:42:44Z,195.73,APPROVED,WALLET
t_001001,m_1006,2026-01-05T22:10:23Z,48.85,APPROVED,WALLET
t_001002,m_1002,2026-01-05T05:35:12Z,59.28,APPROVED,CARD
t_001003,m_1003,2026-01-05T14:05:14Z,186.49,DECLINED,CARD
t_001004,m_1001,2026-01-05T06:02:59Z,238.83,APPROVED,WALLET
t_001005,m_1006,2026-01-05T11:05:55Z,116.28,APPROVED,WALLET
t_001006,m_1007,2026-01-05T01:25:38Z,184.76,APPROVED,WALLET
t_001007,m_1004,2026-01-05T20:52:47Z,144.48,APPROVED,CARD
t_001008,m_1005,2026-01-05T03:43:28Z,116.13,DECLINED,CARD
t_001009,m_1005,2026-01-05T18:21:25Z,246.01,APPROVED,WALLET
t_001010,m_1005,2026-01-05T21:31:03Z,50.3,APPROVED,WALLET
t_001011,m_1007,2026-01-05T09:45:29Z,44.54,APPROVED,CARD
t_001012,m_1006,2026-01-05T17:38:57Z,38.56,APPROVED,WALLET
t_001013,m_1001,2026-01-05T17:05:07Z,47.81,APPROVED,CARD
t_001014,m_1004,2026-01-05T14:06:20Z,114.64,APPROVED,CARD
t_001015,m_1004,2026-01-05T03:04:16Z,83.38,APPROVED,CARD
t_001016,m_1006,2026-01-05T04:13:05Z,31.64,APPROVED,WALLET
t_001017,m_1001,2026-01-05T17:52:45Z,98.18,APPROVED,CARD
t_001018,m_1004,2026-01-05T18:47:24Z,14.32,APPROVED,WALLET
t_001019,m_1005,2026-01-05T22:30:55Z,40.5,DECLINED,CARD
t_001020,m_1007,2026-01-05T01:45:26Z,79.44,APPROVED,WALLET
t_001021,m_1003,2026-01-05T21:22:11Z,32.48,APPROVED,CARD
t_001022,m_1001,2026-01-05T21:15:48Z,65.89,APPROVED,WALLET
t_001023,m_1005,2026-01-05T00:11:38Z,221.09,APPROVED,WALLET
t_001024,m_1004,2026-01-05T13:59:28Z,23.07,APPROVED,CARD
t_001025,m_1005,2026-01-05T09:29:39Z,158.46,APPROVED,CARD
t_001026,m_1001,2026-01-05T06:18:09Z,17.07,APPROVED,CARD
t_001027,m_1007,2026-01-05T01:06:42Z,146.0,APPROVED,WALLET
t_001028,m_1001,2026-01-05T01:40:06Z,106.28,APPROVED,WALLET
t_001029,m_1005,2026-01-05T22:33:44Z,176.01,APPROVED,CARD
t_001030,m_1004,2026-01-05T19:45:23Z,233.11,APPROVED,WALLET
t_001031,m_1003,2026-01-05T12:34:57Z,96.91,APPROVED,WALLET
t_001032,m_1007,2026-01-05T18:47:04Z,75.68,APPROVED,WALLET
t_001033,m_1003,2026-01-05T17:59:26Z,132.83,APPROVED,CARD
t_001034,m_1001,2026-01-05T19:30:46Z,244.91,APPROVED,CARD
t_001035,m_1004,2026-01-05T23:30:38Z,233.7,DECLINED,WALLET
t_001036,m_1004,2026-01-05T20:46:54Z,81.51,APPROVED,WALLET
t_001037,m_1002,2026-01-05T20:58:36Z,125.86,APPROVED,WALLET
t_001038,m_1004,2026-01-05T06:08:56Z,153.72,APPROVED,CARD
t_001039,m_1001,2026-01-05T04:02:01Z,118.09,APPROVED,CARD
t_001040,m_1007,2026-01-05T21:00:26Z,105.56,APPROVED,CARD
t_001041,m_1001,2026-01-05T21:51:12Z,173.59,APPROVED,CARD
t_001042,m_1003,2026-01-05T10:14:32Z,139.07,APPROVED,CARD
t_001043,m_1006,2026-01-05T11:22:21Z,101.13,APPROVED,CARD
t_001044,m_1007,2026-01-05T05:59:12Z,84.97,APPROVED,WALLET
t_001045,m_1004,2026-01-05T01:12:41Z,36.96,APPROVED,WALLET
t_001046,m_1007,2026-01-05T18:19:57Z,86.1,APPROVED,WALLET
t_001047,m_1006,2026-01-05T01:54:53Z,131.94,APPROVED,WALLET
t_001048,m_1005,2026-01-05T18:17:01Z,54.84,APPROVED,WALLET
t_001049,m_1001,2026-01-05T05:05:17Z,210.74,APPROVED,WALLET
t_001050,m_1006,2026-01-05T18:14:53Z,44.41,APPROVED,CARD
t_001051,m_1005,2026-01-05T03:59:55Z,196.35,APPROVED,WALLET
t_001052,m_1006,2026-01-05T01:04:17Z,105.52,APPROVED,CARD
t_001053,m_1003,2026-01-05T15:25:53Z,237.85,APPROVED,WALLET
t_001054,m_1002,2026-01-05T03:49:23Z,196.99,APPROVED,CARD
t_001055,m_1004,2026-01-05T17:16:01Z,200.46,DECLINED,CARD
t_001056,m_1002,2026-01-05T11:36:59Z,122.68,DECLINED,WALLET
t_001057,m_1007,2026-01-05T11:10:09Z,193.18,APPROVED,CARD
t_001058,m_1002,2026-01-05T01:14:29Z,99.04,DECLINED,CARD
t_001059,m_1001,2026-01-05T10:36:59Z,14.35,APPROVED,CARD
t_001060,m_1003,2026-01-05T15:56:56Z,14.87,APPROVED,WALLET
t_001061,m_1001,2026-01-05T19:42:48Z,80.44,DECLINED,WALLET
t_001062,m_1002,2026-01-05T06:34:18Z,71.69,APPROVED,WALLET
t_001063,m_1006,2026-01-05T04:00:17Z,40.31,APPROVED,CARD
t_001064,m_1005,2026-01-05T19:06:32Z,28.74,APPROVED,WALLET
t_001065,m_1003,2026-01-05T04:49:45Z,201.69,APPROVED,CARD
t_001066,m_1001,2026-01-05T10:37:39Z,223.44,APPROVED,CARD
t_001067,m_1002,2026-01-05T00:59:30Z,226.16,APPROVED,WALLET
t_001068,m_1001,2026-01-05T02:56:27Z,100.11,APPROVED,WALLET
t_001069,m_1005,2026-01-05T12:08:19Z,85.42,APPROVED,CARD
t_001070,m_1007,2026-01-05T15:53:36Z,35.99,APPROVED,WALLET
t_001071,m_1001,2026-01-05T15:33:19Z,172.22,APPROVED,WALLET
t_001072,m_1004,2026-01-05T07:54:14Z,38.93,DECLINED,WALLET
t_001073,m_1003,2026-01-05T13:22:11Z,175.96,APPROVED,WALLET
t_001074,m_1004,2026-01-05T16:38:01Z,19.61,APPROVED,WALLET
t_001075,m_1004,2026-01-05T05:49:18Z,192.8,APPROVED,CARD
t_001076,m_1005,2026-01-05T03:30:25Z,205.03,APPROVED,WALLET
t_001077,m_1005,2026-01-05T22:10:04Z,198.83,APPROVED,WALLET
t_001078,m_1005,2026-01-05T14:06:15Z,156.55,APPROVED,WALLET
t_001079,m_1004,2026-01-05T02:15:21Z,54.83,APPROVED,WALLET
t_001080,m_1007,2026-01-05T14:51:36Z,197.58,APPROVED,CARD
t_001081,m_1002,2026-01-05T22:37:42Z,22.7,DECLINED,WALLET
t_001082,m_1001,2026-01-05T20:12:38Z,117.61,APPROVED,WALLET
t_001083,m_1002,2026-01-05T10:30:25Z,20.66,APPROVED,WALLET
t_001084,m_1003,2026-01-05T16:52:41Z,166.23,APPROVED,CARD
t_001085,m_1005,2026-01-05T21:42:51Z,3.55,APPROVED,CARD
t_001086,m_1004,2026-01-05T18:08:18Z,99.63,APPROVED,CARD
t_001087,m_1002,2026-01-05T23:15:56Z,81.54,APPROVED,WALLET
t_001088,m_1004,2026-01-05T11:45:05Z,147.14,APPROVED,WALLET
t_001089,m_1007,2026-01-05T04:21:54Z,76.02,APPROVED,CARD
t_001090,m_1001,2026-01-05T19:06:52Z,244.75,APPROVED,WALLET
t_001091,m_1007,2026-01-05T01:03:15Z,109.92,APPROVED,WALLET
t_001092,m_1006,2026-01-05T13:03:25Z,97.56,APPROVED,CARD
t_001093,m_1004,2026-01-05T04:44:12Z,140.41,APPROVED,WALLET
t_001094,m_1007,2026-01-05T14:14:09Z,74.61,DECLINED,CARD
t_001095,m_1002,2026-01-05T00:23:04Z,163.33,APPROVED,WALLET
t_001096,m_1006,2026-01-05T14:54:08Z,24.37,APPROVED,WALLET
t_001097,m_1007,2026-01-05T15:33:57Z,197.97,APPROVED,WALLET
t_001098,m_1005,2026-01-05T06:08:29Z,129.07,APPROVED,WALLET
t_001099,m_1004,2026-01-05T12:07:14Z,49.3,APPROVED,WALLET
t_001100,m_1007,2026-01-05T08:04:45Z,127.18,APPROVED,WALLET
t_001101,m_1001,2026-01-05T01:17:36Z,122.63,APPROVED,WALLET
t_001102,m_1006,2026-01-05T02:43:09Z,183.49,APPROVED,WALLET
t_001103,m_1004,2026-01-05T17:38:05Z,132.51,APPROVED,CARD
t_001104,m_1004,2026-01-05T21:31:47Z,167.11,APPROVED,WALLET
t_001105,m_1005,2026-01-05T01:48:57Z,88.18,APPROVED,WALLET
t_001106,m_1004,2026-01-05T17:29:57Z,119.17,APPROVED,WALLET
t_001107,m_1003,2026-01-05T10:03:18Z,44.79,APPROVED,WALLET
t_001108,m_1006,2026-01-05T19:14:16Z,18.64,APPROVED,CARD
t_001109,m_1005,2026-01-05T01:45:42Z,247.62,APPROVED,CARD
t_001110,m_1003,2026-01-05T16:32:05Z,34.76,APPROVED,WALLET
t_001111,m_1003,2026-01-05T04:31:39Z,72.76,DECLINED,CARD
t_001112,m_1006,2026-01-05T03:48:38Z,46.54,APPROVED,CARD
t_001113,m_1006,2026-01-05T15:14:23Z,202.63,APPROVED,CARD
t_001114,m_1004,2026-01-05T06:10:51Z,133.5,APPROVED,CARD
t_001115,m_1002,2026-01-05T20:19:59Z,206.05,APPROVED,WALLET
t_001116,m_1007,2026-01-05T13:04:15Z,166.35,APPROVED,CARD
t_001117,m_1002,2026-01-05T19:43:46Z,211.01,APPROVED,WALLET
t_001118,m_1007,2026-01-05T03:57:03Z,44.81,APPROVED,WALLET
t_001119,m_1004,2026-01-05T18:10:14Z,97.12,APPROVED,WALLET
t_001120,m_1003,2026-01-05T04:57:33Z,218.02,APPROVED,WALLET
t_001121,m_1004,2026-01-05T23:09:20Z,240.57,APPROVED,CARD
t_001122,m_1001,2026-01-05T18:08:40Z,90.72,APPROVED,WALLET
t_001123,m_1003,2026-01-05T09:13:17Z,201.27,APPROVED,WALLET
t_001124,m_1004,2026-01-05T23:02:47Z,63.1,APPROVED,CARD
t_001125,m_1005,2026-01-05T11:31:43Z,173.65,APPROVED,CARD
t_001126,m_1006,2026-01-05T00:17:53Z,20.25,APPROVED,CARD
t_001127,m_1006,2026-01-05T15:13:22Z,57.59,APPROVED,CARD
t_001128,m_1001,2026-01-05T00:48:39Z,26.16,DECLINED,CARD
t_001129,m_1005,2026-01-05T21:46:07Z,178.04,APPROVED,CARD
t_001130,m_1004,2026-01-05T22:24:48Z,225.32,APPROVED,CARD
t_001131,m_1001,2026-01-05T23:44:11Z,65.95,APPROVED,CARD
t_001132,m_1006,2026-01-05T15:28:59Z,248.83,APPROVED,WALLET
t_001133,m_1003,2026-01-05T05:31:49Z,21.74,APPROVED,WALLET
t_001134,m_1004,2026-01-05T11:21:03Z,67.16,APPROVED,CARD
t_001135,m_1004,2026-01-05T02:22:31Z,244.93,APPROVED,WALLET
t_001136,m_1002,2026-01-05T22:01:31Z,30.23,APPROVED,WALLET
t_001137,m_1002,2026-01-05T20:57:41Z,29.69,APPROVED,WALLET
t_001138,m_1001,2026-01-05T01:11:04Z,20.86,APPROVED,WALLET
t_001139,m_1001,2026-01-05T16:59:09Z,164.43,APPROVED,CARD
t_001140,m_1006,2026-01-05T13:19:17Z,40.87,APPROVED,WALLET
t_001141,m_1005,2026-01-05T00:07:32Z,177.92,APPROVED,WALLET
t_001142,m_1004,2026-01-05T13:47:54Z,182.89,APPROVED,CARD
t_001143,m_1005,2026-01-05T07:42:00Z,98.26,APPROVED,WALLET
t_001144,m_1001,2026-01-05T19:21:34Z,233.99,APPROVED,WALLET
t_001145,m_1004,2026-01-05T01:53:40Z,249.26,APPROVED,WALLET
t_001146,m_1005,2026-01-05T11:36:05Z,210.85,APPROVED,WALLET
t_001147,m_1006,2026-01-05T06:55:11Z,140.18,DECLINED,CARD
t_001148,m_1003,2026-01-05T23:45:24Z,224.48,APPROVED,WALLET
t_001149,m_1004,2026-01-05T02:53:56Z,159.48,APPROVED,CARD
t_001150,m_1001,2026-01-05T06:35:01Z,180.92,APPROVED,WALLET
t_001151,m_1004,2026-01-05T02:09:50Z,136.75,APPROVED,WALLET
t_001152,m_1001,2026-01-05T01:15:21Z,17.32,APPROVED,CARD
t_001153,m_1004,2026-01-05T04:02:13Z,202.45,APPROVED,WALLET
t_001154,m_1006,2026-01-05T18:18:09Z,186.17,APPROVED,CARD
t_001155,m_1001,2026-01-05T04:49:31Z,164.67,APPROVED,CARD
t_001156,m_1002,2026-01-05T23:56:41Z,35.68,APPROVED,CARD
t_001157,m_1003,2026-01-05T03:19:29Z,154.17,APPROVED,CARD
t_001158,m_1007,2026-01-05T03:37:07Z,126.05,APPROVED,CARD
t_001159,m_1001,2026-01-05T06:55:27Z,86.66,APPROVED,WALLET
t_001160,m_1003,2026-01-05T04:07:43Z,145.48,APPROVED,CARD
t_001161,m_1007,2026-01-05T01:33:37Z,46.25,APPROVED,WALLET
t_001162,m_1002,2026-01-05T14:10:10Z,175.14,APPROVED,WALLET
t_001163,m_1002,2026-01-05T19:51:02Z,36.38,APPROVED,WALLET
t_001164,m_1007,2026-01-05T05:23:01Z,220.33,APPROVED,CARD
t_001165,m_1002,2026-01-05T03:02:45Z,164.16,DECLINED,WALLET
t_001166,m_1006,2026-01-05T16:14:44Z,34.78,APPROVED,WALLET
t_001167,m_1005,2026-01-05T15:22:26Z,62.48,APPROVED,CARD
t_001168,m_1005,2026-01-05T06:08:45Z,126.72,DECLINED,WALLET
t_001169,m_1003,2026-01-05T14:17:00Z,140.98,APPROVED,CARD
t_001170,m_1005,2026-01-05T12:21:55Z,191.12,APPROVED,CARD
t_001171,m_1004,2026-01-05T21:22:42Z,54.8,APPROVED,CARD
t_001172,m_1007,2026-01-05T05:05:43Z,211.49,DECLINED,WALLET
t_001173,m_1002,2026-01-05T05:27:42Z,230.94,APPROVED,WALLET
t_001174,m_1003,2026-01-05T07:09:27Z,65.47,APPROVED,WALLET
t_001175,m_1001,2026-01-05T03:33:47Z,16.43,APPROVED,CARD
t_001176,m_1007,2026-01-05T00:59:31Z,130.42,APPROVED,CARD
t_001177,m_1006,2026-01-05T15:10:37Z,146.41,APPROVED,WALLET
t_001178,m_1002,2026-01-05T03:45:20Z,59.65,APPROVED,WALLET
t_001179,m_1007,2026-01-05T06:49:24Z,223.22,APPROVED,WALLET
t_001180,m_1001,2026-01-05T14:52:09Z,56.78,APPROVED,CARD
t_001181,m_1004,2026-01-05T12:44:08Z,116.33,APPROVED,WALLET
t_001182,m_1003,2026-01-05T06:54:21Z,34.86,APPROVED,CARD
t_001183,m_1003,2026-01-05T04:39:07Z,213.43,APPROVED,CARD
t_001184,m_1007,2026-01-05T11:43:14Z,222.0,APPROVED,CARD
